namapemda,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai,Gubernur,WakilGubernur
Provinsi Kalimantan Timur,Kalimantan,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.00713E+12,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,8.68999E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Maluku,Papua & Maluku,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,5.42785E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,4.23492E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,8.34584E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,6.06702E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.86546E+12,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.01449E+12,SYAMSUAR,EDY NASUTION
Provinsi Sulawesi Selatan,Sulawesi,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,8.49305E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,6.83509E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.04102E+12,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2015,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,9.32244E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Jawa Barat,Jawa,2015,Realisasi,5. Belanja,52. Belanja Langsung,51. Belanja Pegawai,521. Belanja Pegawai Langsung,511. Belanja Pegawai,2.23252E+11,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Bali,Bali & Nusra,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,7.33564E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.67123E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,2.4809E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,2.46809E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,7.94136E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,9.42604E+11,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,7.91238E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Maluku,Papua & Maluku,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.76525E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.35603E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,5.64303E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,5.96364E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,9.19022E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.19518E+12,SYAMSUAR,EDY NASUTION
Provinsi Sulawesi Selatan,Sulawesi,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.10157E+12,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,5.46982E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,7.76889E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.20639E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Bali,Bali & Nusra,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,9819600000,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,18990870500,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Maluku Utara,Papua & Maluku,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,3408850000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Bali,Bali & Nusra,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,189045000,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Tengah,Jawa,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,12003230716,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,28426545330,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Timur,Kalimantan,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,3434245678,ISRAN NOOR,HADI MULYADI
Provinsi Maluku,Papua & Maluku,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1925669217,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,941770000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,2240532500,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1050797527,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,10977668590,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Sumatera Selatan,Sumatera,2015,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1038000000,HERMAN DERU,MAWARDI YAHYA
Provinsi Bali,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.02625E+12,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,6.39327E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4.08844E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,5.01588E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,6.81158E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.44635E+12,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.08985E+12,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Maluku,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.65079E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.03331E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4.62284E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.64759E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.13262E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.19256E+12,SYAMSUAR,EDY NASUTION
Provinsi Sulawesi Selatan,Sulawesi,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.40814E+12,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.84325E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.39087E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.77465E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Bali,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,7.94578E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,3.64031E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,2.1007E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.78738E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,3.4043E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,8.61148E+11,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,46368543582,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Maluku,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,6071486290,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,3610875000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,13234649650,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1475994000,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,4.25895E+12,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,9.45142E+11,SYAMSUAR,EDY NASUTION
Provinsi Sulawesi Selatan,Sulawesi,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,3.65468E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,53081287106,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,6.29014E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.34545E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Bali,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.55775E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,10000000000,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,36531500000,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,16443941870,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,410000000,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,3459990000,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,2587280000,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Maluku,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,6677435129,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,5059185000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,95288393362,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,10848900000,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.45771E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,6870120000,SYAMSUAR,EDY NASUTION
Provinsi Sumatera Selatan,Sumatera,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,226252000,HERMAN DERU,MAWARDI YAHYA
Provinsi Bali,Bali & Nusra,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,7.35862E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.5703E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.49343E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,4.54225E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.00834E+12,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.9975E+12,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.03824E+12,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Maluku,Papua & Maluku,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,5.66873E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,5.50174E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,6.98115E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,6.05697E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.45996E+12,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.77699E+12,SYAMSUAR,EDY NASUTION
Provinsi Sulawesi Selatan,Sulawesi,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.23992E+12,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,3.8402E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,7.90131E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2016,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.26843E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Jawa Timur,Jawa,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,1753220486,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Maluku,Papua & Maluku,2016,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,557947686.2,MURAD ISMAIL,BARNABAS ORNO
